local_entity_key,geo_entity_id,property_key,geo_property_id,value_type,value,source_file,json_pointer
method:normalization:cost-effectiveness,,description,,TEXT,"Pair credible effect estimates with full implementation costs, not only grant totals or software licenses.",content/methods.json,
method:normalization:cost-effectiveness,,local_key,,TEXT,method:normalization:cost-effectiveness,content/methods.json,
method:normalization:cost-effectiveness,,method_section,,TEXT,Normalization,content/methods.json,
method:normalization:cost-effectiveness,,name,,TEXT,Cost-effectiveness,content/methods.json,
method:normalization:cost-effectiveness,,reference_urls,,TEXT,https://files.eric.ed.gov/fulltext/ED613847.pdf; https://academic.oup.com/qje/article-abstract/131/1/157/2461148,content/methods.json,
method:normalization:cost-effectiveness,,source_file,,TEXT,content/methods.json,content/methods.json,
method:normalization:effect-sizes,,description,,TEXT,Convert outcome differences to standard deviations to compare tests and grades; interpret with outcome and age context.,content/methods.json,
method:normalization:effect-sizes,,local_key,,TEXT,method:normalization:effect-sizes,content/methods.json,
method:normalization:effect-sizes,,method_section,,TEXT,Normalization,content/methods.json,
method:normalization:effect-sizes,,name,,TEXT,Effect sizes,content/methods.json,
method:normalization:effect-sizes,,reference_urls,,TEXT,https://ies.ed.gov/ncee/wwc/Handbooks,content/methods.json,
method:normalization:effect-sizes,,source_file,,TEXT,content/methods.json,content/methods.json,
method:normalization:itt-vs-tot,,description,,TEXT,Intent-to-treat estimates effect of offer/assignment; treatment-on-treated estimates effect among compliers and needs stronger assumptions.,content/methods.json,
method:normalization:itt-vs-tot,,local_key,,TEXT,method:normalization:itt-vs-tot,content/methods.json,
method:normalization:itt-vs-tot,,method_section,,TEXT,Normalization,content/methods.json,
method:normalization:itt-vs-tot,,name,,TEXT,ITT vs TOT,content/methods.json,
method:normalization:itt-vs-tot,,reference_urls,,TEXT,https://ies.ed.gov/ncee/wwc/Handbooks,content/methods.json,
method:normalization:itt-vs-tot,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:academic-growth,,description,,TEXT,Growth metrics are less sensitive to baseline level but still depend on test scale and ceiling/floor.,content/methods.json,
outcome:outcome:academic-growth,,local_key,,TEXT,outcome:outcome:academic-growth,content/methods.json,
outcome:outcome:academic-growth,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:academic-growth,,name,,TEXT,Academic growth,content/methods.json,
outcome:outcome:academic-growth,,reference_urls,,TEXT,https://cepr.harvard.edu/met-project; https://www.nber.org/papers/w19403; https://cepa.stanford.edu/seda2/data-download,content/methods.json,
outcome:outcome:academic-growth,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:achievement-test-scores,,description,,TEXT,Convert to student-level or grade-level SD; use common NAEP/SEDA scales for cross-state comparisons.,content/methods.json,
outcome:outcome:achievement-test-scores,,local_key,,TEXT,outcome:outcome:achievement-test-scores,content/methods.json,
outcome:outcome:achievement-test-scores,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:achievement-test-scores,,name,,TEXT,Achievement test scores,content/methods.json,
outcome:outcome:achievement-test-scores,,reference_urls,,TEXT,https://nces.ed.gov/nationsreportcard/; https://cepa.stanford.edu/seda2/data-download; https://ies.ed.gov/ncee/wwc/,content/methods.json,
outcome:outcome:achievement-test-scores,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:attendance-and-engagement,,description,,TEXT,Use same chronic absenteeism threshold and handle remote/partial days consistently.,content/methods.json,
outcome:outcome:attendance-and-engagement,,local_key,,TEXT,outcome:outcome:attendance-and-engagement,content/methods.json,
outcome:outcome:attendance-and-engagement,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:attendance-and-engagement,,name,,TEXT,Attendance and engagement,content/methods.json,
outcome:outcome:attendance-and-engagement,,reference_urls,,TEXT,https://educationrecoveryscorecard.org/; https://www.rand.org/pubs/research_reports/RR3245.html,content/methods.json,
outcome:outcome:attendance-and-engagement,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:behavior-and-climate,,description,,TEXT,Standardize reporting rules; separate actual behavior from adult referral behavior.,content/methods.json,
outcome:outcome:behavior-and-climate,,local_key,,TEXT,outcome:outcome:behavior-and-climate,content/methods.json,
outcome:outcome:behavior-and-climate,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:behavior-and-climate,,name,,TEXT,Behavior and climate,content/methods.json,
outcome:outcome:behavior-and-climate,,reference_urls,,TEXT,https://www.pbis.org/pbis/studies; https://www.rand.org/pubs/research_briefs/RB10051.html,content/methods.json,
outcome:outcome:behavior-and-climate,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:completion,,description,,TEXT,Use consistent cohort graduation definitions and diploma requirements.,content/methods.json,
outcome:outcome:completion,,local_key,,TEXT,outcome:outcome:completion,content/methods.json,
outcome:outcome:completion,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:completion,,name,,TEXT,Completion,content/methods.json,
outcome:outcome:completion,,reference_urls,,TEXT,https://www.mdrc.org/work/projects/new-york-city-small-schools-choice-evaluation; https://www.mdrc.org/work/publications/career-academies-long-term-impacts-work-education-and-transitions-adulthood; https://nces.ed.gov/use-work/awards/air-early-college-follow-efficacy-study,content/methods.json,
outcome:outcome:completion,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:cost-effectiveness,,description,,TEXT,"Include start-up, training, administrative, facilities, opportunity costs, and participant time.",content/methods.json,
outcome:outcome:cost-effectiveness,,local_key,,TEXT,outcome:outcome:cost-effectiveness,content/methods.json,
outcome:outcome:cost-effectiveness,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:cost-effectiveness,,name,,TEXT,Cost-effectiveness,content/methods.json,
outcome:outcome:cost-effectiveness,,reference_urls,,TEXT,https://files.eric.ed.gov/fulltext/ED613847.pdf; https://academic.oup.com/qje/article-abstract/131/1/157/2461148; https://cehd.uchicago.edu/?page_id=958,content/methods.json,
outcome:outcome:cost-effectiveness,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:coursework-and-grades,,description,,TEXT,Normalize course titles and rigor; credit inflation can mask learning.,content/methods.json,
outcome:outcome:coursework-and-grades,,local_key,,TEXT,outcome:outcome:coursework-and-grades,content/methods.json,
outcome:outcome:coursework-and-grades,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:coursework-and-grades,,name,,TEXT,Coursework and grades,content/methods.json,
outcome:outcome:coursework-and-grades,,reference_urls,,TEXT,https://nces.ed.gov/use-work/awards/air-early-college-follow-efficacy-study; https://consortium.uchicago.edu/publications/college-preparatory-curriculum-all-consequences-ninth-grade-coursetaking-algebra-and; https://nces.ed.gov/use-work/evaluations/outcomes-associated-dual-enrollment-programs,content/methods.json,
outcome:outcome:coursework-and-grades,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:grade-progression,,description,,TEXT,Define on-track consistently; account for policy-induced retention.,content/methods.json,
outcome:outcome:grade-progression,,local_key,,TEXT,outcome:outcome:grade-progression,content/methods.json,
outcome:outcome:grade-progression,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:grade-progression,,name,,TEXT,Grade progression,content/methods.json,
outcome:outcome:grade-progression,,reference_urls,,TEXT,https://wheelockpolicycenter.org/high-quality-education/ms-read-by-grade-three/; https://www.mathematica.org/api/sitecore/MediaLibrary/ActualDownload?fileData=NSI+Evaluation+-+Impacts+on+Student+Outcomes+Final+Report.pdf+-+%7B253F094F-163C-4719-BB71-B1D76F5EE4CE%7D&fileId=%7B253F094F-163C-4719-BB71-B1D76F5EE4CE%7D&fileMime=application%2Fpdf&fileName=NSI+Evaluation+-+Impacts+on+Student+Outcomes+Final+Report.pdf,content/methods.json,
outcome:outcome:grade-progression,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:health-crime-and-civic-outcomes,,description,,TEXT,Use consistent legal/reporting definitions and subgroup precision checks.,content/methods.json,
outcome:outcome:health-crime-and-civic-outcomes,,local_key,,TEXT,outcome:outcome:health-crime-and-civic-outcomes,content/methods.json,
outcome:outcome:health-crime-and-civic-outcomes,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:health-crime-and-civic-outcomes,,name,,TEXT,"Health, crime, and civic outcomes",content/methods.json,
outcome:outcome:health-crime-and-civic-outcomes,,reference_urls,,TEXT,https://cehd.uchicago.edu/?page_id=958; https://www.nber.org/papers/w28756,content/methods.json,
outcome:outcome:health-crime-and-civic-outcomes,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:implementation-mediators,,description,,TEXT,"Use as mechanism evidence, not final student outcome unless the theory is explicitly adult practice.",content/methods.json,
outcome:outcome:implementation-mediators,,local_key,,TEXT,outcome:outcome:implementation-mediators,content/methods.json,
outcome:outcome:implementation-mediators,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:implementation-mediators,,name,,TEXT,Implementation mediators,content/methods.json,
outcome:outcome:implementation-mediators,,reference_urls,,TEXT,https://www.mathematica.org/api/sitecore/MediaLibrary/ActualDownload?fileData=NSI+Evaluation+-+Impacts+on+Student+Outcomes+Final+Report.pdf+-+%7B253F094F-163C-4719-BB71-B1D76F5EE4CE%7D&fileId=%7B253F094F-163C-4719-BB71-B1D76F5EE4CE%7D&fileMime=application%2Fpdf&fileName=NSI+Evaluation+-+Impacts+on+Student+Outcomes+Final+Report.pdf; https://www.rand.org/pubs/research_reports/RRA134-13.html; https://ies.ed.gov/use-work/resource-library/report/evaluation-report/reading-first-impact-study-final-report,content/methods.json,
outcome:outcome:implementation-mediators,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:labor-market-and-adult-outcomes,,description,,TEXT,Use real dollars and discounting; account for local labor markets and mobility.,content/methods.json,
outcome:outcome:labor-market-and-adult-outcomes,,local_key,,TEXT,outcome:outcome:labor-market-and-adult-outcomes,content/methods.json,
outcome:outcome:labor-market-and-adult-outcomes,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:labor-market-and-adult-outcomes,,name,,TEXT,Labor market and adult outcomes,content/methods.json,
outcome:outcome:labor-market-and-adult-outcomes,,reference_urls,,TEXT,https://www.nber.org/papers/w16381; https://academic.oup.com/qje/article-abstract/131/1/157/2461148; https://www.mdrc.org/work/publications/career-academies-long-term-impacts-work-education-and-transitions-adulthood; https://cehd.uchicago.edu/?page_id=958,content/methods.json,
outcome:outcome:labor-market-and-adult-outcomes,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:math-subskills-and-course-readiness,,description,,TEXT,"Normalize by grade, course content, and test alignment.",content/methods.json,
outcome:outcome:math-subskills-and-course-readiness,,local_key,,TEXT,outcome:outcome:math-subskills-and-course-readiness,content/methods.json,
outcome:outcome:math-subskills-and-course-readiness,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:math-subskills-and-course-readiness,,name,,TEXT,Math subskills and course readiness,content/methods.json,
outcome:outcome:math-subskills-and-course-readiness,,reference_urls,,TEXT,https://consortium.uchicago.edu/publications/college-preparatory-curriculum-all-consequences-ninth-grade-coursetaking-algebra-and; https://files.eric.ed.gov/fulltext/ED613847.pdf,content/methods.json,
outcome:outcome:math-subskills-and-course-readiness,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:postsecondary-outcomes,,description,,TEXT,"Compare enrollment quality, persistence, and degree, not only initial entry.",content/methods.json,
outcome:outcome:postsecondary-outcomes,,local_key,,TEXT,outcome:outcome:postsecondary-outcomes,content/methods.json,
outcome:outcome:postsecondary-outcomes,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:postsecondary-outcomes,,name,,TEXT,Postsecondary outcomes,content/methods.json,
outcome:outcome:postsecondary-outcomes,,reference_urls,,TEXT,https://www.nber.org/papers/w28756; https://nces.ed.gov/use-work/awards/air-early-college-follow-efficacy-study; https://nces.ed.gov/use-work/evaluations/outcomes-associated-dual-enrollment-programs,content/methods.json,
outcome:outcome:postsecondary-outcomes,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:proficiency-and-cut-score-metrics,,description,,TEXT,Do not equate state proficient with NAEP Proficient; map state standards carefully.,content/methods.json,
outcome:outcome:proficiency-and-cut-score-metrics,,local_key,,TEXT,outcome:outcome:proficiency-and-cut-score-metrics,content/methods.json,
outcome:outcome:proficiency-and-cut-score-metrics,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:proficiency-and-cut-score-metrics,,name,,TEXT,Proficiency and cut-score metrics,content/methods.json,
outcome:outcome:proficiency-and-cut-score-metrics,,reference_urls,,TEXT,https://nces.ed.gov/nationsreportcard/; https://www.mdek12.org/literacy/lbpa/,content/methods.json,
outcome:outcome:proficiency-and-cut-score-metrics,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:reading-subskills,,description,,TEXT,Report domains separately; early decoding gains do not guarantee comprehension gains.,content/methods.json,
outcome:outcome:reading-subskills,,local_key,,TEXT,outcome:outcome:reading-subskills,content/methods.json,
outcome:outcome:reading-subskills,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:reading-subskills,,name,,TEXT,Reading subskills,content/methods.json,
outcome:outcome:reading-subskills,,reference_urls,,TEXT,https://www.nichd.nih.gov/publications/pubs/nrp/findings; https://ies.ed.gov/use-work/resource-library/report/evaluation-report/reading-first-impact-study-final-report,content/methods.json,
outcome:outcome:reading-subskills,,source_file,,TEXT,content/methods.json,content/methods.json,
outcome:outcome:sel-and-noncognitive-outcomes,,description,,TEXT,"Use common scales or standardize within sample; triangulate self, teacher, and admin measures.",content/methods.json,
outcome:outcome:sel-and-noncognitive-outcomes,,local_key,,TEXT,outcome:outcome:sel-and-noncognitive-outcomes,content/methods.json,
outcome:outcome:sel-and-noncognitive-outcomes,,method_section,,TEXT,Outcome,content/methods.json,
outcome:outcome:sel-and-noncognitive-outcomes,,name,,TEXT,SEL and noncognitive outcomes,content/methods.json,
outcome:outcome:sel-and-noncognitive-outcomes,,reference_urls,,TEXT,https://casel.org/events/the-evidence-is-clear-an-update-on-research-examining-social-and-emotional-learning/,content/methods.json,
outcome:outcome:sel-and-noncognitive-outcomes,,source_file,,TEXT,content/methods.json,content/methods.json,
research_design:descriptive,,description,,TEXT,Research design tag: Descriptive.,content/*.json,
research_design:descriptive,,local_key,,TEXT,research_design:descriptive,content/*.json,
research_design:descriptive,,name,,TEXT,Descriptive,content/*.json,
research_design:difference-in-differences,,description,,TEXT,Research design tag: Difference-in-differences.,content/*.json,
research_design:difference-in-differences,,local_key,,TEXT,research_design:difference-in-differences,content/*.json,
research_design:difference-in-differences,,name,,TEXT,Difference-in-differences,content/*.json,
research_design:event-study,,description,,TEXT,Research design tag: Event study.,content/*.json,
research_design:event-study,,local_key,,TEXT,research_design:event-study,content/*.json,
research_design:event-study,,name,,TEXT,Event study,content/*.json,
research_design:lottery,,description,,TEXT,Research design tag: Lottery.,content/*.json,
research_design:lottery,,local_key,,TEXT,research_design:lottery,content/*.json,
research_design:lottery,,name,,TEXT,Lottery,content/*.json,
research_design:matched-comparison,,description,,TEXT,Research design tag: Matched comparison.,content/*.json,
research_design:matched-comparison,,local_key,,TEXT,research_design:matched-comparison,content/*.json,
research_design:matched-comparison,,name,,TEXT,Matched comparison,content/*.json,
research_design:meta-analysis,,description,,TEXT,Research design tag: Meta-analysis.,content/*.json,
research_design:meta-analysis,,local_key,,TEXT,research_design:meta-analysis,content/*.json,
research_design:meta-analysis,,name,,TEXT,Meta-analysis,content/*.json,
research_design:rct,,description,,TEXT,Research design tag: RCT.,content/*.json,
research_design:rct,,local_key,,TEXT,research_design:rct,content/*.json,
research_design:rct,,name,,TEXT,RCT,content/*.json,
research_design:regression-discontinuity,,description,,TEXT,Research design tag: Regression discontinuity.,content/*.json,
research_design:regression-discontinuity,,local_key,,TEXT,research_design:regression-discontinuity,content/*.json,
research_design:regression-discontinuity,,name,,TEXT,Regression discontinuity,content/*.json,
research_design:systematic-review,,description,,TEXT,Research design tag: Systematic review.,content/*.json,
research_design:systematic-review,,local_key,,TEXT,research_design:systematic-review,content/*.json,
research_design:systematic-review,,name,,TEXT,Systematic review,content/*.json,
source:src-001,,authors,,TEXT,NCES,content/sources.json,
source:src-001,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-001,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-001,,finding,,TEXT,"Important agenda-setting reform, but not a discrete intervention with clean causal estimates.",content/sources.json,
source:src-001,,local_key,,TEXT,source:src-001,content/sources.json,
source:src-001,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-001,,research_design_key,,TEXT,Difference-in-differences,content/sources.json,
source:src-001,,title,,TEXT,National Assessment of Educational Progress,content/sources.json,
source:src-001,,url,,TEXT,https://nces.ed.gov/nationsreportcard/,content/sources.json,
source:src-002,,authors,,TEXT,ies.ed.gov,content/sources.json,
source:src-002,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-002,,evidence_strength_key,,TEXT,not-outcome-intervention,content/sources.json,
source:src-002,,finding,,TEXT,"Important agenda-setting reform, but not a discrete intervention with clean causal estimates.",content/sources.json,
source:src-002,,local_key,,TEXT,source:src-002,content/sources.json,
source:src-002,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-002,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-002,,title,,TEXT,ies.ed.gov (ies.ed.gov),content/sources.json,
source:src-002,,url,,TEXT,https://ies.ed.gov/ncee/wwc/,content/sources.json,
source:src-003,,authors,,TEXT,nber.org,content/sources.json,
source:src-003,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-003,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-003,,finding,,TEXT,"Pre-NCLB accountability often raised measured math achievement more than reading, with risks of narrowing and gaming.",content/sources.json,
source:src-003,,local_key,,TEXT,source:src-003,content/sources.json,
source:src-003,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-003,,research_design_key,,TEXT,Difference-in-differences,content/sources.json,
source:src-003,,title,,TEXT,W15531 (nber.org),content/sources.json,
source:src-003,,url,,TEXT,https://www.nber.org/papers/w15531,content/sources.json,
source:src-004,,authors,,TEXT,mathematica.org,content/sources.json,
source:src-004,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-004,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-004,,finding,,TEXT,Large policy adoption effects; achievement effects were not consistently strong or easy to attribute.,content/sources.json,
source:src-004,,local_key,,TEXT,source:src-004,content/sources.json,
source:src-004,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-004,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-004,,title,,TEXT,Rtt Evaluation (mathematica.org),content/sources.json,
source:src-004,,url,,TEXT,https://www.mathematica.org/news/rtt-evaluation,content/sources.json,
source:src-005,,authors,,TEXT,rand.org,content/sources.json,
source:src-005,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-005,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-005,,finding,,TEXT,Large policy adoption effects; achievement effects were not consistently strong or easy to attribute.,content/sources.json,
source:src-005,,local_key,,TEXT,source:src-005,content/sources.json,
source:src-005,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-005,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-005,,title,,TEXT,Rr2658.Html (rand.org),content/sources.json,
source:src-005,,url,,TEXT,https://www.rand.org/pubs/research_reports/RR2658.html,content/sources.json,
source:src-006,,authors,,TEXT,ies.ed.gov,content/sources.json,
source:src-006,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-006,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-006,,finding,,TEXT,The national evaluation found weak average impacts despite large funding; implementation and model quality varied.,content/sources.json,
source:src-006,,local_key,,TEXT,source:src-006,content/sources.json,
source:src-006,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-006,,research_design_key,,TEXT,Regression discontinuity,content/sources.json,
source:src-006,,title,,TEXT,School Improvement Grants Implementation And Effectiveness (ies.ed.gov),content/sources.json,
source:src-006,,url,,TEXT,https://ies.ed.gov/use-work/resource-library/report/evaluation-report/school-improvement-grants-implementation-and-effectiveness,content/sources.json,
source:src-007,,authors,,TEXT,ies.ed.gov,content/sources.json,
source:src-007,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-007,,evidence_strength_key,,TEXT,not-outcome-intervention,content/sources.json,
source:src-007,,finding,,TEXT,"Useful infrastructure for comparing studies, but it does not itself improve learning without good implementation.",content/sources.json,
source:src-007,,local_key,,TEXT,source:src-007,content/sources.json,
source:src-007,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-007,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-007,,title,,TEXT,ies.ed.gov (ies.ed.gov),content/sources.json,
source:src-007,,url,,TEXT,https://ies.ed.gov/ncee/wwc/essa,content/sources.json,
source:src-008,,authors,,TEXT,ies.ed.gov,content/sources.json,
source:src-008,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-008,,evidence_strength_key,,TEXT,not-outcome-intervention,content/sources.json,
source:src-008,,finding,,TEXT,"Useful infrastructure for comparing studies, but it does not itself improve learning without good implementation.",content/sources.json,
source:src-008,,local_key,,TEXT,source:src-008,content/sources.json,
source:src-008,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-008,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-008,,title,,TEXT,Handbooks (ies.ed.gov),content/sources.json,
source:src-008,,url,,TEXT,https://ies.ed.gov/ncee/wwc/Handbooks,content/sources.json,
source:src-009,,authors,,TEXT,c-sail.org,content/sources.json,
source:src-009,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-009,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-009,,finding,,TEXT,Implementation was uneven; evidence does not support the idea that standards alone generate large achievement gains.,content/sources.json,
source:src-009,,local_key,,TEXT,source:src-009,content/sources.json,
source:src-009,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-009,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-009,,title,,TEXT,Implementation (c-sail.org),content/sources.json,
source:src-009,,url,,TEXT,https://www.c-sail.org/research/implementation,content/sources.json,
source:src-010,,authors,,TEXT,mdek12.org,content/sources.json,
source:src-010,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-010,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-010,,finding,,TEXT,"Mississippi is one of the most cited recent literacy success cases, but the causal mechanism is a policy bundle rather than one isolated program.",content/sources.json,
source:src-010,,local_key,,TEXT,source:src-010,content/sources.json,
source:src-010,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-010,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-010,,title,,TEXT,mdek12.org (mdek12.org),content/sources.json,
source:src-010,,url,,TEXT,https://www.mdek12.org/literacy/lbpa/,content/sources.json,
source:src-011,,authors,,TEXT,mississippifirst.org,content/sources.json,
source:src-011,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-011,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-011,,finding,,TEXT,"Mississippi is one of the most cited recent literacy success cases, but the causal mechanism is a policy bundle rather than one isolated program.",content/sources.json,
source:src-011,,local_key,,TEXT,source:src-011,content/sources.json,
source:src-011,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-011,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-011,,title,,TEXT,Literacy Series Part 1 (mississippifirst.org),content/sources.json,
source:src-011,,url,,TEXT,https://www.mississippifirst.org/literacy-series-part-1/,content/sources.json,
source:src-012,,authors,,TEXT,NCES,content/sources.json,
source:src-012,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-012,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-012,,finding,,TEXT,"Mississippi is one of the most cited recent literacy success cases, but the causal mechanism is a policy bundle rather than one isolated program.",content/sources.json,
source:src-012,,local_key,,TEXT,source:src-012,content/sources.json,
source:src-012,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-012,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-012,,title,,TEXT,National Assessment of Educational Progress,content/sources.json,
source:src-012,,url,,TEXT,https://nces.ed.gov/nationsreportcard/subject/publications/stt2022/pdf/2023010MS4.pdf,content/sources.json,
source:src-013,,authors,,TEXT,wheelockpolicycenter.org,content/sources.json,
source:src-013,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-013,,evidence_strength_key,,TEXT,promising-causal-quasi,content/sources.json,
source:src-013,,finding,,TEXT,"Mississippi is one of the most cited recent literacy success cases, but the causal mechanism is a policy bundle rather than one isolated program.",content/sources.json,
source:src-013,,local_key,,TEXT,source:src-013,content/sources.json,
source:src-013,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-013,,research_design_key,,TEXT,Descriptive,content/sources.json,
source:src-013,,title,,TEXT,Ms Read By Grade Three (wheelockpolicycenter.org),content/sources.json,
source:src-013,,url,,TEXT,https://wheelockpolicycenter.org/high-quality-education/ms-read-by-grade-three/,content/sources.json,
source:src-014,,authors,,TEXT,NICHD,content/sources.json,
source:src-014,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-014,,evidence_strength_key,,TEXT,not-outcome-intervention,content/sources.json,
source:src-014,,finding,,TEXT,"Highly influential and evidence-aligned in direction, but cross-state causal estimates are still emerging.",content/sources.json,
source:src-014,,local_key,,TEXT,source:src-014,content/sources.json,
source:src-014,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-014,,research_design_key,,TEXT,Systematic review,content/sources.json,
source:src-014,,title,,TEXT,Report of the National Reading Panel,content/sources.json,
source:src-014,,url,,TEXT,https://www.nichd.nih.gov/publications/pubs/nrp/findings,content/sources.json,
source:src-015,,authors,,TEXT,IES,content/sources.json,
source:src-015,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-015,,evidence_strength_key,,TEXT,mixed-conditional,content/sources.json,
source:src-015,,finding,,TEXT,"Highly influential and evidence-aligned in direction, but cross-state causal estimates are still emerging.",content/sources.json,
source:src-015,,local_key,,TEXT,source:src-015,content/sources.json,
source:src-015,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-015,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-015,,title,,TEXT,Reading First Impact Study: Final Report,content/sources.json,
source:src-015,,url,,TEXT,https://ies.ed.gov/use-work/resource-library/report/evaluation-report/reading-first-impact-study-final-report,content/sources.json,
source:src-016,,authors,,TEXT,ies.ed.gov,content/sources.json,
source:src-016,,caveat,,TEXT,"Review the original source for sample, design, and outcome definitions.",content/sources.json,
source:src-016,,evidence_strength_key,,TEXT,strong-causal,content/sources.json,
source:src-016,,finding,,TEXT,"One of the better-studied comprehensive literacy models, with positive evidence in multiple reviews.",content/sources.json,
source:src-016,,local_key,,TEXT,source:src-016,content/sources.json,
source:src-016,,outcome_tags,,TEXT,Achievement; Implementation,content/sources.json,
source:src-016,,research_design_key,,TEXT,RCT,content/sources.json,
source:src-016,,title,,TEXT,ies.ed.gov (ies.ed.gov),content/sources.json,
source:src-016,,url,,TEXT,https://ies.ed.gov/ncee/wwc/Intervention/214,content/sources.json,
source:src-017,,authors,,TEXT,readingrecovery.org,content/sources.json,
