local_relation_key,geo_relation_id,relation_key,from_entity_key,to_entity_key,position,verified,source_file,json_pointer
initiative:pbis-mtss-behavior-systems:source:src-039,,CITES_SOURCE,initiative:pbis-mtss-behavior-systems,source:src-039,,true,content/initiatives.json,$[?slug=='pbis-mtss-behavior-systems'].sourceIds
initiative:pbis-mtss-behavior-systems:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:pbis-mtss-behavior-systems,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='pbis-mtss-behavior-systems'].evidenceStrength
initiative:perry-preschool-abecedarian-style-intensive-early-childhood:design:rct,,USES_RESEARCH_DESIGN,initiative:perry-preschool-abecedarian-style-intensive-early-childhood,research_design:rct,,true,content/initiatives.json,$[?slug=='perry-preschool-abecedarian-style-intensive-early-childhood'].methodTags
initiative:perry-preschool-abecedarian-style-intensive-early-childhood:source:src-043,,CITES_SOURCE,initiative:perry-preschool-abecedarian-style-intensive-early-childhood,source:src-043,,true,content/initiatives.json,$[?slug=='perry-preschool-abecedarian-style-intensive-early-childhood'].sourceIds
initiative:perry-preschool-abecedarian-style-intensive-early-childhood:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:perry-preschool-abecedarian-style-intensive-early-childhood,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='perry-preschool-abecedarian-style-intensive-early-childhood'].evidenceStrength
initiative:private-school-vouchers-dc-and-louisiana-examples:design:lottery,,USES_RESEARCH_DESIGN,initiative:private-school-vouchers-dc-and-louisiana-examples,research_design:lottery,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].methodTags
initiative:private-school-vouchers-dc-and-louisiana-examples:design:rct,,USES_RESEARCH_DESIGN,initiative:private-school-vouchers-dc-and-louisiana-examples,research_design:rct,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].methodTags
initiative:private-school-vouchers-dc-and-louisiana-examples:dichotomy:choice-markets-vs-common-public-system,,RELATED_DICHOTOMY,initiative:private-school-vouchers-dc-and-louisiana-examples,dichotomy:choice-markets-vs-common-public-system,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].relatedDichotomySlugs
initiative:private-school-vouchers-dc-and-louisiana-examples:dichotomy:integration-desegregation-vs-neighborhood-local-control,,RELATED_DICHOTOMY,initiative:private-school-vouchers-dc-and-louisiana-examples,dichotomy:integration-desegregation-vs-neighborhood-local-control,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].relatedDichotomySlugs
initiative:private-school-vouchers-dc-and-louisiana-examples:dichotomy:small-schools-personalization-vs-comprehensive-breadth,,RELATED_DICHOTOMY,initiative:private-school-vouchers-dc-and-louisiana-examples,dichotomy:small-schools-personalization-vs-comprehensive-breadth,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].relatedDichotomySlugs
initiative:private-school-vouchers-dc-and-louisiana-examples:source:src-035,,CITES_SOURCE,initiative:private-school-vouchers-dc-and-louisiana-examples,source:src-035,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].sourceIds
initiative:private-school-vouchers-dc-and-louisiana-examples:source:src-036,,CITES_SOURCE,initiative:private-school-vouchers-dc-and-louisiana-examples,source:src-036,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].sourceIds
initiative:private-school-vouchers-dc-and-louisiana-examples:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:private-school-vouchers-dc-and-louisiana-examples,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='private-school-vouchers-dc-and-louisiana-examples'].evidenceStrength
initiative:project-based-learning-and-inquiry-oriented-reform:design:rct,,USES_RESEARCH_DESIGN,initiative:project-based-learning-and-inquiry-oriented-reform,research_design:rct,,true,content/initiatives.json,$[?slug=='project-based-learning-and-inquiry-oriented-reform'].methodTags
initiative:project-based-learning-and-inquiry-oriented-reform:source:src-002,,CITES_SOURCE,initiative:project-based-learning-and-inquiry-oriented-reform,source:src-002,,true,content/initiatives.json,$[?slug=='project-based-learning-and-inquiry-oriented-reform'].sourceIds
initiative:project-based-learning-and-inquiry-oriented-reform:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:project-based-learning-and-inquiry-oriented-reform,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='project-based-learning-and-inquiry-oriented-reform'].evidenceStrength
initiative:project-star-class-size-reduction:design:rct,,USES_RESEARCH_DESIGN,initiative:project-star-class-size-reduction,research_design:rct,,true,content/initiatives.json,$[?slug=='project-star-class-size-reduction'].methodTags
initiative:project-star-class-size-reduction:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:project-star-class-size-reduction,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='project-star-class-size-reduction'].relatedDichotomySlugs
initiative:project-star-class-size-reduction:source:src-022,,CITES_SOURCE,initiative:project-star-class-size-reduction,source:src-022,,true,content/initiatives.json,$[?slug=='project-star-class-size-reduction'].sourceIds
initiative:project-star-class-size-reduction:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:project-star-class-size-reduction,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='project-star-class-size-reduction'].evidenceStrength
initiative:race-to-the-top:design:descriptive,,USES_RESEARCH_DESIGN,initiative:race-to-the-top,research_design:descriptive,,true,content/initiatives.json,$[?slug=='race-to-the-top'].methodTags
initiative:race-to-the-top:dichotomy:standardization-accountability-vs-professional-autonomy,,RELATED_DICHOTOMY,initiative:race-to-the-top,dichotomy:standardization-accountability-vs-professional-autonomy,,true,content/initiatives.json,$[?slug=='race-to-the-top'].relatedDichotomySlugs
initiative:race-to-the-top:source:src-004,,CITES_SOURCE,initiative:race-to-the-top,source:src-004,,true,content/initiatives.json,$[?slug=='race-to-the-top'].sourceIds
initiative:race-to-the-top:source:src-005,,CITES_SOURCE,initiative:race-to-the-top,source:src-005,,true,content/initiatives.json,$[?slug=='race-to-the-top'].sourceIds
initiative:race-to-the-top:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:race-to-the-top,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='race-to-the-top'].evidenceStrength
initiative:reading-first:design:rct,,USES_RESEARCH_DESIGN,initiative:reading-first,research_design:rct,,true,content/initiatives.json,$[?slug=='reading-first'].methodTags
initiative:reading-first:design:regression-discontinuity,,USES_RESEARCH_DESIGN,initiative:reading-first,research_design:regression-discontinuity,,true,content/initiatives.json,$[?slug=='reading-first'].methodTags
initiative:reading-first:dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,RELATED_DICHOTOMY,initiative:reading-first,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,true,content/initiatives.json,$[?slug=='reading-first'].relatedDichotomySlugs
initiative:reading-first:source:src-014,,CITES_SOURCE,initiative:reading-first,source:src-014,,true,content/initiatives.json,$[?slug=='reading-first'].sourceIds
initiative:reading-first:source:src-015,,CITES_SOURCE,initiative:reading-first,source:src-015,,true,content/initiatives.json,$[?slug=='reading-first'].sourceIds
initiative:reading-first:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:reading-first,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='reading-first'].evidenceStrength
initiative:reading-recovery:design:rct,,USES_RESEARCH_DESIGN,initiative:reading-recovery,research_design:rct,,true,content/initiatives.json,$[?slug=='reading-recovery'].methodTags
initiative:reading-recovery:dichotomy:remediation-readiness-vs-grade-level-acceleration,,RELATED_DICHOTOMY,initiative:reading-recovery,dichotomy:remediation-readiness-vs-grade-level-acceleration,,true,content/initiatives.json,$[?slug=='reading-recovery'].relatedDichotomySlugs
initiative:reading-recovery:dichotomy:tracking-acceleration-vs-detracking-inclusion,,RELATED_DICHOTOMY,initiative:reading-recovery,dichotomy:tracking-acceleration-vs-detracking-inclusion,,true,content/initiatives.json,$[?slug=='reading-recovery'].relatedDichotomySlugs
initiative:reading-recovery:source:src-002,,CITES_SOURCE,initiative:reading-recovery,source:src-002,,true,content/initiatives.json,$[?slug=='reading-recovery'].sourceIds
initiative:reading-recovery:source:src-017,,CITES_SOURCE,initiative:reading-recovery,source:src-017,,true,content/initiatives.json,$[?slug=='reading-recovery'].sourceIds
initiative:reading-recovery:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:reading-recovery,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='reading-recovery'].evidenceStrength
initiative:remote-learning-and-virtual-schooling-during-covid:design:descriptive,,USES_RESEARCH_DESIGN,initiative:remote-learning-and-virtual-schooling-during-covid,research_design:descriptive,,true,content/initiatives.json,$[?slug=='remote-learning-and-virtual-schooling-during-covid'].methodTags
initiative:remote-learning-and-virtual-schooling-during-covid:dichotomy:screens-harm-development-vs-technology-enables-learning,,RELATED_DICHOTOMY,initiative:remote-learning-and-virtual-schooling-during-covid,dichotomy:screens-harm-development-vs-technology-enables-learning,,true,content/initiatives.json,$[?slug=='remote-learning-and-virtual-schooling-during-covid'].relatedDichotomySlugs
initiative:remote-learning-and-virtual-schooling-during-covid:source:src-041,,CITES_SOURCE,initiative:remote-learning-and-virtual-schooling-during-covid,source:src-041,,true,content/initiatives.json,$[?slug=='remote-learning-and-virtual-schooling-during-covid'].sourceIds
initiative:remote-learning-and-virtual-schooling-during-covid:source:src-049,,CITES_SOURCE,initiative:remote-learning-and-virtual-schooling-during-covid,source:src-049,,true,content/initiatives.json,$[?slug=='remote-learning-and-virtual-schooling-during-covid'].sourceIds
initiative:remote-learning-and-virtual-schooling-during-covid:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:remote-learning-and-virtual-schooling-during-covid,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='remote-learning-and-virtual-schooling-during-covid'].evidenceStrength
initiative:restorative-practices:design:rct,,USES_RESEARCH_DESIGN,initiative:restorative-practices,research_design:rct,,true,content/initiatives.json,$[?slug=='restorative-practices'].methodTags
initiative:restorative-practices:dichotomy:discipline-order-vs-restorative-relational-climate,,RELATED_DICHOTOMY,initiative:restorative-practices,dichotomy:discipline-order-vs-restorative-relational-climate,,true,content/initiatives.json,$[?slug=='restorative-practices'].relatedDichotomySlugs
initiative:restorative-practices:source:src-040,,CITES_SOURCE,initiative:restorative-practices,source:src-040,,true,content/initiatives.json,$[?slug=='restorative-practices'].sourceIds
initiative:restorative-practices:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:restorative-practices,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='restorative-practices'].evidenceStrength
initiative:saga-style-and-tech-infused-tutoring:design:rct,,USES_RESEARCH_DESIGN,initiative:saga-style-and-tech-infused-tutoring,research_design:rct,,true,content/initiatives.json,$[?slug=='saga-style-and-tech-infused-tutoring'].methodTags
initiative:saga-style-and-tech-infused-tutoring:dichotomy:remediation-readiness-vs-grade-level-acceleration,,RELATED_DICHOTOMY,initiative:saga-style-and-tech-infused-tutoring,dichotomy:remediation-readiness-vs-grade-level-acceleration,,true,content/initiatives.json,$[?slug=='saga-style-and-tech-infused-tutoring'].relatedDichotomySlugs
initiative:saga-style-and-tech-infused-tutoring:dichotomy:tracking-acceleration-vs-detracking-inclusion,,RELATED_DICHOTOMY,initiative:saga-style-and-tech-infused-tutoring,dichotomy:tracking-acceleration-vs-detracking-inclusion,,true,content/initiatives.json,$[?slug=='saga-style-and-tech-infused-tutoring'].relatedDichotomySlugs
initiative:saga-style-and-tech-infused-tutoring:source:src-021,,CITES_SOURCE,initiative:saga-style-and-tech-infused-tutoring,source:src-021,,true,content/initiatives.json,$[?slug=='saga-style-and-tech-infused-tutoring'].sourceIds
initiative:saga-style-and-tech-infused-tutoring:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:saga-style-and-tech-infused-tutoring,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='saga-style-and-tech-infused-tutoring'].evidenceStrength
initiative:school-finance-reforms-adequacy-and-equity-funding:design:difference-in-differences,,USES_RESEARCH_DESIGN,initiative:school-finance-reforms-adequacy-and-equity-funding,research_design:difference-in-differences,,true,content/initiatives.json,$[?slug=='school-finance-reforms-adequacy-and-equity-funding'].methodTags
initiative:school-finance-reforms-adequacy-and-equity-funding:source:src-056,,CITES_SOURCE,initiative:school-finance-reforms-adequacy-and-equity-funding,source:src-056,,true,content/initiatives.json,$[?slug=='school-finance-reforms-adequacy-and-equity-funding'].sourceIds
initiative:school-finance-reforms-adequacy-and-equity-funding:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:school-finance-reforms-adequacy-and-equity-funding,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='school-finance-reforms-adequacy-and-equity-funding'].evidenceStrength
initiative:school-improvement-grants:design:regression-discontinuity,,USES_RESEARCH_DESIGN,initiative:school-improvement-grants,research_design:regression-discontinuity,,true,content/initiatives.json,$[?slug=='school-improvement-grants'].methodTags
initiative:school-improvement-grants:dichotomy:standardization-accountability-vs-professional-autonomy,,RELATED_DICHOTOMY,initiative:school-improvement-grants,dichotomy:standardization-accountability-vs-professional-autonomy,,true,content/initiatives.json,$[?slug=='school-improvement-grants'].relatedDichotomySlugs
initiative:school-improvement-grants:source:src-006,,CITES_SOURCE,initiative:school-improvement-grants,source:src-006,,true,content/initiatives.json,$[?slug=='school-improvement-grants'].sourceIds
initiative:school-improvement-grants:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:school-improvement-grants,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='school-improvement-grants'].evidenceStrength
initiative:science-of-reading-state-policy-wave:design:descriptive,,USES_RESEARCH_DESIGN,initiative:science-of-reading-state-policy-wave,research_design:descriptive,,true,content/initiatives.json,$[?slug=='science-of-reading-state-policy-wave'].methodTags
initiative:science-of-reading-state-policy-wave:dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,RELATED_DICHOTOMY,initiative:science-of-reading-state-policy-wave,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,true,content/initiatives.json,$[?slug=='science-of-reading-state-policy-wave'].relatedDichotomySlugs
initiative:science-of-reading-state-policy-wave:source:src-010,,CITES_SOURCE,initiative:science-of-reading-state-policy-wave,source:src-010,,true,content/initiatives.json,$[?slug=='science-of-reading-state-policy-wave'].sourceIds
initiative:science-of-reading-state-policy-wave:source:src-014,,CITES_SOURCE,initiative:science-of-reading-state-policy-wave,source:src-014,,true,content/initiatives.json,$[?slug=='science-of-reading-state-policy-wave'].sourceIds
initiative:science-of-reading-state-policy-wave:source:src-015,,CITES_SOURCE,initiative:science-of-reading-state-policy-wave,source:src-015,,true,content/initiatives.json,$[?slug=='science-of-reading-state-policy-wave'].sourceIds
initiative:science-of-reading-state-policy-wave:strength:limited-descriptive,,HAS_EVIDENCE_STRENGTH,initiative:science-of-reading-state-policy-wave,evidence_strength:limited-descriptive,,true,content/initiatives.json,$[?slug=='science-of-reading-state-policy-wave'].evidenceStrength
initiative:social-and-emotional-learning-programs:design:meta-analysis,,USES_RESEARCH_DESIGN,initiative:social-and-emotional-learning-programs,research_design:meta-analysis,,true,content/initiatives.json,$[?slug=='social-and-emotional-learning-programs'].methodTags
initiative:social-and-emotional-learning-programs:design:rct,,USES_RESEARCH_DESIGN,initiative:social-and-emotional-learning-programs,research_design:rct,,true,content/initiatives.json,$[?slug=='social-and-emotional-learning-programs'].methodTags
initiative:social-and-emotional-learning-programs:source:src-038,,CITES_SOURCE,initiative:social-and-emotional-learning-programs,source:src-038,,true,content/initiatives.json,$[?slug=='social-and-emotional-learning-programs'].sourceIds
initiative:social-and-emotional-learning-programs:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:social-and-emotional-learning-programs,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='social-and-emotional-learning-programs'].evidenceStrength
initiative:state-test-based-accountability-before-nclb:design:descriptive,,USES_RESEARCH_DESIGN,initiative:state-test-based-accountability-before-nclb,research_design:descriptive,,true,content/initiatives.json,$[?slug=='state-test-based-accountability-before-nclb'].methodTags
initiative:state-test-based-accountability-before-nclb:design:difference-in-differences,,USES_RESEARCH_DESIGN,initiative:state-test-based-accountability-before-nclb,research_design:difference-in-differences,,true,content/initiatives.json,$[?slug=='state-test-based-accountability-before-nclb'].methodTags
initiative:state-test-based-accountability-before-nclb:dichotomy:standardization-accountability-vs-professional-autonomy,,RELATED_DICHOTOMY,initiative:state-test-based-accountability-before-nclb,dichotomy:standardization-accountability-vs-professional-autonomy,,true,content/initiatives.json,$[?slug=='state-test-based-accountability-before-nclb'].relatedDichotomySlugs
initiative:state-test-based-accountability-before-nclb:source:src-001,,CITES_SOURCE,initiative:state-test-based-accountability-before-nclb,source:src-001,,true,content/initiatives.json,$[?slug=='state-test-based-accountability-before-nclb'].sourceIds
initiative:state-test-based-accountability-before-nclb:source:src-003,,CITES_SOURCE,initiative:state-test-based-accountability-before-nclb,source:src-003,,true,content/initiatives.json,$[?slug=='state-test-based-accountability-before-nclb'].sourceIds
initiative:state-test-based-accountability-before-nclb:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:state-test-based-accountability-before-nclb,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='state-test-based-accountability-before-nclb'].evidenceStrength
initiative:success-for-all:design:meta-analysis,,USES_RESEARCH_DESIGN,initiative:success-for-all,research_design:meta-analysis,,true,content/initiatives.json,$[?slug=='success-for-all'].methodTags
initiative:success-for-all:design:rct,,USES_RESEARCH_DESIGN,initiative:success-for-all,research_design:rct,,true,content/initiatives.json,$[?slug=='success-for-all'].methodTags
initiative:success-for-all:source:src-002,,CITES_SOURCE,initiative:success-for-all,source:src-002,,true,content/initiatives.json,$[?slug=='success-for-all'].sourceIds
initiative:success-for-all:source:src-016,,CITES_SOURCE,initiative:success-for-all,source:src-016,,true,content/initiatives.json,$[?slug=='success-for-all'].sourceIds
initiative:success-for-all:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:success-for-all,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='success-for-all'].evidenceStrength
initiative:summer-learning-programs:design:rct,,USES_RESEARCH_DESIGN,initiative:summer-learning-programs,research_design:rct,,true,content/initiatives.json,$[?slug=='summer-learning-programs'].methodTags
initiative:summer-learning-programs:source:src-047,,CITES_SOURCE,initiative:summer-learning-programs,source:src-047,,true,content/initiatives.json,$[?slug=='summer-learning-programs'].sourceIds
initiative:summer-learning-programs:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:summer-learning-programs,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='summer-learning-programs'].evidenceStrength
initiative:teach-for-america-and-alternate-route-pipelines:design:matched-comparison,,USES_RESEARCH_DESIGN,initiative:teach-for-america-and-alternate-route-pipelines,research_design:matched-comparison,,true,content/initiatives.json,$[?slug=='teach-for-america-and-alternate-route-pipelines'].methodTags
initiative:teach-for-america-and-alternate-route-pipelines:design:rct,,USES_RESEARCH_DESIGN,initiative:teach-for-america-and-alternate-route-pipelines,research_design:rct,,true,content/initiatives.json,$[?slug=='teach-for-america-and-alternate-route-pipelines'].methodTags
initiative:teach-for-america-and-alternate-route-pipelines:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:teach-for-america-and-alternate-route-pipelines,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='teach-for-america-and-alternate-route-pipelines'].relatedDichotomySlugs
initiative:teach-for-america-and-alternate-route-pipelines:source:src-024,,CITES_SOURCE,initiative:teach-for-america-and-alternate-route-pipelines,source:src-024,,true,content/initiatives.json,$[?slug=='teach-for-america-and-alternate-route-pipelines'].sourceIds
initiative:teach-for-america-and-alternate-route-pipelines:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:teach-for-america-and-alternate-route-pipelines,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='teach-for-america-and-alternate-route-pipelines'].evidenceStrength
initiative:teacher-coaching:design:meta-analysis,,USES_RESEARCH_DESIGN,initiative:teacher-coaching,research_design:meta-analysis,,true,content/initiatives.json,$[?slug=='teacher-coaching'].methodTags
initiative:teacher-coaching:design:rct,,USES_RESEARCH_DESIGN,initiative:teacher-coaching,research_design:rct,,true,content/initiatives.json,$[?slug=='teacher-coaching'].methodTags
initiative:teacher-coaching:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:teacher-coaching,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='teacher-coaching'].relatedDichotomySlugs
initiative:teacher-coaching:source:src-023,,CITES_SOURCE,initiative:teacher-coaching,source:src-023,,true,content/initiatives.json,$[?slug=='teacher-coaching'].sourceIds
initiative:teacher-coaching:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:teacher-coaching,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='teacher-coaching'].evidenceStrength
initiative:teacher-merit-pay-point-and-similar-incentives:design:rct,,USES_RESEARCH_DESIGN,initiative:teacher-merit-pay-point-and-similar-incentives,research_design:rct,,true,content/initiatives.json,$[?slug=='teacher-merit-pay-point-and-similar-incentives'].methodTags
initiative:teacher-merit-pay-point-and-similar-incentives:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:teacher-merit-pay-point-and-similar-incentives,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='teacher-merit-pay-point-and-similar-incentives'].relatedDichotomySlugs
initiative:teacher-merit-pay-point-and-similar-incentives:source:src-025,,CITES_SOURCE,initiative:teacher-merit-pay-point-and-similar-incentives,source:src-025,,true,content/initiatives.json,$[?slug=='teacher-merit-pay-point-and-similar-incentives'].sourceIds
initiative:teacher-merit-pay-point-and-similar-incentives:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:teacher-merit-pay-point-and-similar-incentives,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='teacher-merit-pay-point-and-similar-incentives'].evidenceStrength
initiative:tennessee-voluntary-pre-k:design:rct,,USES_RESEARCH_DESIGN,initiative:tennessee-voluntary-pre-k,research_design:rct,,true,content/initiatives.json,$[?slug=='tennessee-voluntary-pre-k'].methodTags
initiative:tennessee-voluntary-pre-k:source:src-044,,CITES_SOURCE,initiative:tennessee-voluntary-pre-k,source:src-044,,true,content/initiatives.json,$[?slug=='tennessee-voluntary-pre-k'].sourceIds
initiative:tennessee-voluntary-pre-k:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:tennessee-voluntary-pre-k,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='tennessee-voluntary-pre-k'].evidenceStrength
initiative:traditional-workshop-professional-development:design:rct,,USES_RESEARCH_DESIGN,initiative:traditional-workshop-professional-development,research_design:rct,,true,content/initiatives.json,$[?slug=='traditional-workshop-professional-development'].methodTags
initiative:traditional-workshop-professional-development:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:traditional-workshop-professional-development,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='traditional-workshop-professional-development'].relatedDichotomySlugs
initiative:traditional-workshop-professional-development:source:src-020,,CITES_SOURCE,initiative:traditional-workshop-professional-development,source:src-020,,true,content/initiatives.json,$[?slug=='traditional-workshop-professional-development'].sourceIds
initiative:traditional-workshop-professional-development:source:src-023,,CITES_SOURCE,initiative:traditional-workshop-professional-development,source:src-023,,true,content/initiatives.json,$[?slug=='traditional-workshop-professional-development'].sourceIds
initiative:traditional-workshop-professional-development:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:traditional-workshop-professional-development,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='traditional-workshop-professional-development'].evidenceStrength
source:src-001:design:difference-in-differences,,USES_RESEARCH_DESIGN,source:src-001,research_design:difference-in-differences,,true,content/sources.json,$[?id=='src-001'].method
source:src-001:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,source:src-001,evidence_strength:mixed-conditional,,true,content/sources.json,$[?id=='src-001'].evidenceStrength
source:src-002:design:rct,,USES_RESEARCH_DESIGN,source:src-002,research_design:rct,,true,content/sources.json,$[?id=='src-002'].method
source:src-002:strength:not-outcome-intervention,,HAS_EVIDENCE_STRENGTH,source:src-002,evidence_strength:not-outcome-intervention,,true,content/sources.json,$[?id=='src-002'].evidenceStrength
source:src-003:design:difference-in-differences,,USES_RESEARCH_DESIGN,source:src-003,research_design:difference-in-differences,,true,content/sources.json,$[?id=='src-003'].method
source:src-003:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,source:src-003,evidence_strength:mixed-conditional,,true,content/sources.json,$[?id=='src-003'].evidenceStrength
source:src-004:design:descriptive,,USES_RESEARCH_DESIGN,source:src-004,research_design:descriptive,,true,content/sources.json,$[?id=='src-004'].method
source:src-004:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,source:src-004,evidence_strength:mixed-conditional,,true,content/sources.json,$[?id=='src-004'].evidenceStrength
source:src-005:design:descriptive,,USES_RESEARCH_DESIGN,source:src-005,research_design:descriptive,,true,content/sources.json,$[?id=='src-005'].method
source:src-005:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,source:src-005,evidence_strength:mixed-conditional,,true,content/sources.json,$[?id=='src-005'].evidenceStrength
source:src-006:design:regression-discontinuity,,USES_RESEARCH_DESIGN,source:src-006,research_design:regression-discontinuity,,true,content/sources.json,$[?id=='src-006'].method
source:src-006:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,source:src-006,evidence_strength:mixed-conditional,,true,content/sources.json,$[?id=='src-006'].evidenceStrength
source:src-007:design:descriptive,,USES_RESEARCH_DESIGN,source:src-007,research_design:descriptive,,true,content/sources.json,$[?id=='src-007'].method
source:src-007:strength:not-outcome-intervention,,HAS_EVIDENCE_STRENGTH,source:src-007,evidence_strength:not-outcome-intervention,,true,content/sources.json,$[?id=='src-007'].evidenceStrength
source:src-008:design:descriptive,,USES_RESEARCH_DESIGN,source:src-008,research_design:descriptive,,true,content/sources.json,$[?id=='src-008'].method
source:src-008:strength:not-outcome-intervention,,HAS_EVIDENCE_STRENGTH,source:src-008,evidence_strength:not-outcome-intervention,,true,content/sources.json,$[?id=='src-008'].evidenceStrength
source:src-009:design:descriptive,,USES_RESEARCH_DESIGN,source:src-009,research_design:descriptive,,true,content/sources.json,$[?id=='src-009'].method
source:src-009:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,source:src-009,evidence_strength:mixed-conditional,,true,content/sources.json,$[?id=='src-009'].evidenceStrength
source:src-010:design:descriptive,,USES_RESEARCH_DESIGN,source:src-010,research_design:descriptive,,true,content/sources.json,$[?id=='src-010'].method
source:src-010:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,source:src-010,evidence_strength:promising-causal-quasi,,true,content/sources.json,$[?id=='src-010'].evidenceStrength
source:src-011:design:descriptive,,USES_RESEARCH_DESIGN,source:src-011,research_design:descriptive,,true,content/sources.json,$[?id=='src-011'].method
source:src-011:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,source:src-011,evidence_strength:promising-causal-quasi,,true,content/sources.json,$[?id=='src-011'].evidenceStrength
source:src-012:design:descriptive,,USES_RESEARCH_DESIGN,source:src-012,research_design:descriptive,,true,content/sources.json,$[?id=='src-012'].method
